Instrument ID;Calendar ID;Segment Code;Post Trade Parameters ID;Price Tick Table ID;ISIN Code;Deletion Date;First Trading Date;Instrument Status;Clearing Type;Delete Orders at EOD;Exchange Market Size;Pre-Trade LIS Value (Currency);Minimum Order Size;Last Trading Day;Lot Size;Security Type;TIDM;Description;SEDOL;ADT (EUR);Currency;Bid Status;DOL Indicator;DOL Section Number;Expiry Source;Issuer Code;Issuer Name;Normal Market Size;Ratio;Settlement Type;Standard Market Size;Instrument Name;DOL Symbol;Unit of Quotation;Max Spread Floor;Max Spread Percentage;Country of Register;Covered Warrant Strike Price;Covered Warrant Expiry;Sector;Multicast ID;Covered Warrant Strike Currency;Covered Warrant Type;Covered Warrant Style;Reference Price;Market ID;Visibility;Mifir Identifier;Mifir Subclass;Static Reference Price Collar Percentage;Dynamic Reference Price Collar Percentage ;Liquid;ADT (Currency);ADNT;RPW Allowed;FISN;Max Order Value Lit (Currency);Max Order Value Dark (Currency);Notional Currency ;Price Notation;Denominated Par Value;Max Order Value Lit Auctions (Currency)
GMEd;DE;DE;Normal;_10;DE0005495626;;20190708;0;1;1;;15000;;;1;EQ;;GERATHERM MEDICAL AG;;35093.39;EUR;;;;;;;;;;;;;;;;;;;;3;;;;9.05;XETR;B;SHRS;;30;10;N;35093.39;4.86853;Y;GERATHERM MEDIC/AKT O.N.;20000000;200000000;;MONE;;200000000
GMMd;DE;DE;Normal;80_600;DE0005895403;;20190708;0;1;1;;200000;;;1;EQ;;GRAMMER AG;;2460469.34;EUR;;;;;;;;;;;;;;;;;;;;3;;;;28.5;XETR;B;SHRS;;25;5;Y;2460469.35;310.92431;Y;GRAMMER AG/AKT O.N.;20000000;200000000;;MONE;;200000000
GSC1d;DE;DE;Normal;80_600;DE000A1K0201;;20190708;0;1;1;;60000;;;1;EQ;;GESCO AG;;437945.15;EUR;;;;;;;;;;;;;;;;;;;;3;;;;22.1;XETR;B;SHRS;;30;10;N;437945.15;99.43427;Y;GESCO AG/AKT O.N.;20000000;200000000;;MONE;;200000000
GWI1d;DE;DE;Normal;80_600;DE0003304101;;20190708;0;1;1;;100000;;;1;EQ;;GERRY WEBER INTL AG;;662256.63;EUR;;;;;;;;;;;;;;;;;;;;3;;;;0.0586;XETR;B;SHRS;;30;10;N;662256.63;186.94423;Y;GERRY WEBER/AKT O.N.;20000000;200000000;;MONE;;200000000
GXId;DE;DE;Normal;600_2000;DE000A0LD6E6;;20190708;0;1;1;;400000;;;1;EQ;;GERRESHEIMER AG;;28378641.38;EUR;;;;;;;;;;;;;;;;;;;;3;;;;69;XETR;B;SHRS;;25;5;Y;28378641.38;1300.41036;Y;GERRESHEIMER AG/AKT O.N.;20000000;200000000;;MONE;;200000000
GYCd;DE;DE;Normal;600_2000;LU0775917882;;20190708;0;1;1;;300000;;;1;EQ;;GRAND CITY PROPERTIES;;22093871.66;EUR;;;;;;;;;;;;;;;;;;;;3;;;;20.8;XETR;B;SHRS;;25;5;Y;22093871.66;937.31076;Y;GRAND CITY PROP/SHS;20000000;200000000;;MONE;;200000000
H5Ed;DE;DE;Normal;10_80;DE000A0EQ578;;20190708;0;1;1;;60000;;;1;EQ;;HELMA EIGENHEIMBAU AG;;289950.32;EUR;;;;;;;;;;;;;;;;;;;;3;;;;37;XETR;B;SHRS;;30;10;N;289950.33;45.27092;Y;HELMA EIGENHEIM/AKT O.N.;20000000;200000000;;MONE;;200000000
HABd;DE;DE;Normal;9000_;DE0006013006;;20190708;0;1;1;;200000;;;1;EQ;;HAMBORNER REIT AG;;2071779.41;EUR;;;;;;;;;;;;;;;;;;;;3;;;;9.15;XETR;B;SHRS;;25;5;Y;2071779.42;9001;Y;HAMBORNER REIT/AKT O.N.;20000000;200000000;;MONE;;200000000
HAEd;DE;DE;Normal;10_80;DE0006190705;;20190708;0;1;1;;60000;;;1;EQ;;HAEMATO AG;;153770.95;EUR;;;;;;;;;;;;;;;;;;;;3;;;;3.35;XETR;B;SHRS;;30;10;N;153770.95;22.34662;Y;HAEMATO AG/AKT O.N.;20000000;200000000;;MONE;;200000000
HAWd;DE;DE;Normal;10_80;DE0006042708;;20190708;0;1;1;;30000;;;1;EQ;;HAWESKO HOLDING AG;;82398.22;EUR;;;;;;;;;;;;;;;;;;;;3;;;;35.1;XETR;B;SHRS;;30;10;N;82398.23;10.77291;Y;HAWESKO HLDG/AKT O.N.;20000000;200000000;;MONE;;200000000
HBHd;DE;DE;Normal;80_600;DE0006083405;;20190708;0;1;1;;200000;;;1;EQ;;HORNBACH HOLDING AG-PRFD;;2645577.81;EUR;;;;;;;;;;;;;;;;;;;;3;;;;48.15;XETR;B;SHRS;;25;5;Y;2645577.82;293.76495;Y;HORNBACH HLDG/AKT O.N.;20000000;200000000;;MONE;;200000000
HBMd;DE;DE;Normal;10_80;DE0006084403;;20190708;0;1;1;;60000;;;1;EQ;;HORNBACH BAUMARKT AG;;291359.56;EUR;;;;;;;;;;;;;;;;;;;;3;;;;16.45;XETR;B;SHRS;;30;10;N;291359.57;70.84463;Y;HORNBACH BAUMKT/AKT O.N.;20000000;200000000;;MONE;;200000000
HDDd;DE;DE;Normal;600_2000;DE0007314007;;20190708;0;1;1;;300000;;;1;EQ;;HEIDELBERGER DRUCKMASCHINEN;;7798046.08;EUR;;;;;;;;;;;;;;;;;;;;3;;;;0.8825;XETR;B;SHRS;;25;5;Y;7798046.08;1054.94024;Y;HEIDEL.DRUCK/AKT O.N.;20000000;200000000;;MONE;;200000000
HEId;DE;DE;Normal;2000_9000;DE0006047004;;20190708;0;1;1;;650000;;;1;EQ;;HEIDELBERGCEMENT AG;;186651258.6;EUR;;;;;;;;;;;;;;;;;;;;3;;;;59.9;XETR;B;SHRS;;25;5;Y;186651258.59999999;5556.14343;Y;HEIDELBCEMENT/AKT O.N.;20000000;200000000;;MONE;;200000000
HEN3d;DE;DE;Normal;2000_9000;DE0006048432;;20190708;0;1;1;;650000;;;1;EQ;;HENKEL AG & CO KGAA VORZUG;;177080356;EUR;;;;;;;;;;;;;;;;;;;;3;;;;91.9;XETR;B;SHRS;;25;5;Y;177080356;5139.19124;Y;HENKEL KGAA/AKT OSTR O.N.;20000000;200000000;;MONE;;200000000
HENd;DE;DE;Normal;600_2000;DE0006048408;;20190708;0;1;1;;400000;;;1;EQ;;HENKEL AG & CO KGAA;;27103672.34;EUR;;;;;;;;;;;;;;;;;;;;3;;;;83.9;XETR;B;SHRS;;25;5;Y;27103672.34;1207.88447;Y;HENKEL KGAA/AKT O.N.;20000000;200000000;;MONE;;200000000
HFGd;DE;DE;Normal;80_600;DE000A161408;;20190708;0;1;1;;300000;;;1;EQ;;HELLOFRESH SE;;8304013.33;EUR;;;;;;;;;;;;;;;;;;;;3;;;;9.31;XETR;B;SHRS;;25;5;Y;8304013.33;447.79682;N;HELLOFRESH SE/AKT O.N.;20000000;200000000;;MONE;;200000000
BBVAIe;ES;ES;Normal;9000_;ES0105336038;;20190703;0;1;1;;1000000;;;1;TF;;BBVA-ACCION IBEX 35 ETF;;2057568.21;EUR;;;;;;;;;;;;;;;;;;;;4;;;;8.755;XMAD;B;ETFS;;25;5;Y;2057568.22;9001;Y;AC IBEX 35 ETF/PT;20000000;200000000;;MONE;;200000000
IBEXAe;ES;ES;Normal;9000_;FR0011042753;;20190703;0;1;1;;1000000;;;1;TF;;LYX  IBEX35 DAILY LEV ETF;;4147772.1;EUR;;;;;;;;;;;;;;;;;;;;4;;;;15.912;XMAD;B;ETFS;;30;10;N;4147772.11;9001;Y;LYXOR INTL ASSE/CIV;20000000;200000000;;MONE;;200000000
LYXIBe;ES;ES;Normal;9000_;FR0010251744;;20190703;0;1;1;;1000000;;;1;TF;;LYX  IBEX35 DR ETF;;8792406.85;EUR;;;;;;;;;;;;;;;;;;;;4;;;;85.14;XMAD;B;ETFS;;25;5;Y;8792406.85;9001;Y;LYXOR INTL ASSE/CIV;20000000;200000000;;MONE;;200000000
AEJp;FR;FR;Normal;9000_;LU1900068328;;20190703;0;1;1;;1000000;;;1;TF;;LYXOR ETF MSCI ASIAPAC EX JP;;1335155;EUR;;;;;;;;;;;;;;;;;;;;2;;;;49.912;XPAR;B;ETFS;;25;5;Y;1335155;9001;Y;LYXOR INTL ASSE/CIV;20000000;200000000;;MONE;;200000000
AFSp;FR;FR;Normal;9000_;LU1900067270;;20190703;0;1;1;;1000000;;;1;TF;;LYXOR ETF SOUTH AFRICA;;823666;EUR;;;;;;;;;;;;;;;;;;;;2;;;;30.61;XPAR;B;ETFS;;25;5;Y;823666;9001;Y;LYXOR INTL ASSE/CIV;20000000;200000000;;MONE;;200000000
APXp;FR;FR;Normal;9000_;LU1900068161;;20190703;0;1;1;;1000000;;;1;TF;;LYXOR ETF MSCI AC ASIAXJP;;3640832;EUR;;;;;;;;;;;;;;;;;;;;2;;;;96.644;XPAR;B;ETFS;;25;5;Y;3640832;9001;Y;LYXOR INTL ASSE/CIV;20000000;200000000;;MONE;;200000000
BIOe;ES;ES;Normal;80_600;ES0172233118;;20190708;0;1;1;;200000;;;1;EQ;;BIOSEARCH SA;;1194852.13;EUR;;;;;;;;;;;;;;;;;;;;4;;;;1.01;XMAD;B;SHRS;;30;10;N;1194852.13;372.93726;Y;BIO/AC;20000000;200000000;;MONE;;200000000
BKIAe;ES;ES;Normal;2000_9000;ES0113307062;;20190708;0;1;1;;500000;;;1;EQ;;BANKIA SA;;80468312.13;EUR;;;;;;;;;;;;;;;;;;;;4;;;;1.636;XMAD;B;SHRS;;25;5;Y;80468312.13;3453.24314;Y;BKIA/AC 1.00;20000000;200000000;;MONE;;200000000
BKTe;ES;ES;Normal;2000_9000;ES0113679I37;;20190708;0;1;1;;500000;;;1;EQ;;BANKINTER SA;;62062093.3;EUR;;;;;;;;;;;;;;;;;;;;4;;;;5.494;XMAD;B;SHRS;;25;5;Y;62062093.3;3496.79608;Y;BKT/AC 0.30;20000000;200000000;;MONE;;200000000
BMEe;ES;ES;Normal;600_2000;ES0115056139;;20190708;0;1;1;;300000;;;1;EQ;;BOLSAS Y MERCADOS ESPANOLES;;7226343.81;EUR;;;;;;;;;;;;;;;;;;;;4;;;;22.18;XMAD;B;SHRS;;25;5;Y;7226343.82;712.11765;Y;BME/AC 3.00;20000000;200000000;;MONE;;200000000
CABKe;ES;ES;Normal;2000_9000;ES0140609019;;20190708;0;1;1;;650000;;;1;EQ;;CAIXABANK S.A;;231072839.6;EUR;;;;;;;;;;;;;;;;;;;;4;;;;2.104;XMAD;B;SHRS;;25;5;Y;231072839.59999999;6335.06667;Y;CABK/AC 1.00;20000000;200000000;;MONE;;200000000
CAFe;ES;ES;Normal;80_600;ES0121975009;;20190708;0;1;1;;200000;;;1;EQ;;CONSTRUCC Y AUX DE FERROCARR;;2957750.47;EUR;;;;;;;;;;;;;;;;;;;;4;;;;38.8;XMAD;B;SHRS;;25;5;Y;2957750.47;384.85491;Y;CAF/AC 0.301;20000000;200000000;;MONE;;200000000
CASHe;ES;ES;Normal;80_600;ES0105229001;;20190708;0;1;1;;300000;;;1;EQ;;PROSEGUR CASH SA;;5844370.4;EUR;;;;;;;;;;;;;;;;;;;;4;;;;1.594;XMAD;B;SHRS;;25;5;Y;5844370.4;544.23922;Y;CASH/AC 0.02;20000000;200000000;;MONE;;200000000
DBPEd;DE;DE;Normal;9000_;LU0411075376;;20190703;0;1;1;;1000000;;;1;TF;;DBX LEV DAX DAILY;;3602483.16;EUR;;;;;;;;;;;;;;;;;;;;3;;;;97.83;XETR;B;ETFS;;30;10;N;3602483.16;9001;Y;XTRACKERS LEVDAX/EUR;20000000;200000000;;MONE;;200000000
DBPGd;DE;DE;Normal;9000_;LU0411078552;;20190703;0;1;1;;1000000;;;1;TF;;DBX S&P 500 2X LEVERAGED;;4364005;EUR;;;;;;;;;;;;;;;;;;;;3;;;;65.43;XETR;B;ETFS;;25;5;Y;4364005;9001;Y;XTRACK.S+P500 2X LE/USD;20000000;200000000;;MONE;;200000000
DBPKd;DE;DE;Normal;9000_;LU0411078636;;20190703;0;1;1;;1000000;;;1;TF;;DBX S&P 500 2X INVERSE;;3183710;EUR;;;;;;;;;;;;;;;;;;;;3;;;;1.4822;XETR;B;ETFS;;25;5;Y;3183710;9001;Y;XTRACK.S+P500 2X IN/USD;20000000;200000000;;MONE;;200000000
DEL2d;DE;DE;Normal;9000_;DE000A0X8994;;20190703;0;1;1;;1000000;;;1;TF;;ETFX DAX 2X LONG FUND;;2473211;EUR;;;;;;;;;;;;;;;;;;;;3;;;;252.75;XETR;B;ETFS;;25;5;Y;2473211;9001;Y;GS DAX Daily2xL/;20000000;200000000;;MONE;;200000000
DX2Gd;DE;DE;Normal;9000_;LU0322250985;;20190703;0;1;1;;1000000;;;1;TF;;DBX CAC 40 (DR);;1761812;EUR;;;;;;;;;;;;;;;;;;;;3;;;;55.87;XETR;B;ETFS;;30;10;N;1761812;9001;Y;XTRACKERS CAC40/EUR;20000000;200000000;;MONE;;200000000
DX2Xd;DE;DE;Normal;9000_;LU0328475792;;20190703;0;1;1;;1000000;;;1;TF;;DBX STX EUROPE 600 (DR);;13887849;EUR;;;;;;;;;;;;;;;;;;;;3;;;;80.09;XETR;B;ETFS;;25;5;Y;13887849;9001;Y;XTRACKERS ST.EUR./EUR;20000000;200000000;;MONE;;200000000
SRFCZz;CH;CH;Normal;9000_;CH0124758522;;20190703;0;1;1;;1126900;;;1;TF;;UBS ETF SXI REAL ESTATE;;83215.91;CHF;;;;;;;;;;;;;;;;;;;;4;;;;33.8;XSWX;B;ETFS;;30;10;N;93776.01;9001;Y;UBS SXI Rl Es/Ut Cl-CHFAdis CHF;20000000;200000000;;MONE;;200000000
SVUSUz;CH;CH;Normal;9000_;CH0118929048;;20190703;0;1;1;;1145000;;;1;TF;;UBS ETF SILVER;;82293.87;USD;;;;;;;;;;;;;;;;;;;;4;;;;162.64;XSWX;B;ETFS;;30;10;N;94226.49;9001;Y;UBS Silver/Ut Cl-USDAdis USD;20000000;200000000;;MONE;;200000000
SW2CHz;CH;CH;Normal;9000_;LU0977261329;;20190703;0;1;1;;1126900;;;1;TF;;UBS ETF MSCI SWITZERLAND;;2997406.45;CHF;;;;;;;;;;;;;;;;;;;;4;;;;21.32;XSWX;B;ETFS;;25;5;Y;3377777.33;9001;Y;UBS ETF/UBS MSCI SWITZERL 20/35 UCI;20000000;200000000;;MONE;;200000000
UKUSBz;CH;CH;Normal;9000_;LU0950671403;;20190703;0;1;1;;1145000;;;1;TF;;UBS ETF MSCI UK H. USD;;2185493.05;USD;;;;;;;;;;;;;;;;;;;;4;;;;15.228;XSWX;B;ETFS;;30;10;N;2502389.55;9001;Y;UBS-ETF MSCI UNIT/USD;20000000;200000000;;MONE;;200000000
USAAUz;CH;CH;Normal;9000_;LU0136234654;;20190703;0;1;1;;1145000;;;1;TF;;UBS ETF MSCI USA;;2914040;USD;;;;;;;;;;;;;;;;;;;;4;;;;279.2;XSWX;B;ETFS;;30;10;N;3336575.8;9001;Y;;20000000;200000000;;MONE;;200000000
USAAZz;CH;CH;Normal;9000_;LU0136234654;;20190703;0;1;1;;1126900;;;1;TF;;UBS ETF MSCI USA;;2914040;CHF;;;;;;;;;;;;;;;;;;;;4;;;;271.05;XSWX;B;ETFS;;30;10;N;3283831.68;9001;Y;UBS-ETF MSCI USA/USD;20000000;200000000;;MONE;;200000000
ZGLDEz;CH;CH;Normal;9000_;CH0103326762;;20190703;0;1;1;;1000000;;;1;TF;;ZKB GOLD ETF-H-EUR;;1065.58;EUR;;;;;;;;;;;;;;;;;;;;4;;;;879;XSWX;B;ETFS;;30;10;N;1065.58;9001;Y;ZKB Gold ETF/Ut Cl-AAH EUR EUR;20000000;200000000;;MONE;;200000000
ZGLDHz;CH;CH;Normal;9000_;CH0139101601;;20190703;0;1;1;;1126900;;;1;TF;;ZKB GOLD ETF-H-CHF;;41604.54;CHF;;;;;;;;;;;;;;;;;;;;4;;;;397.7;XSWX;B;ETFS;;30;10;N;46884.16;9001;Y;ZKB Gold ETF/Ut Cl-AAH CHF CHF;20000000;200000000;;MONE;;200000000
ZGLDUz;CH;CH;Normal;9000_;CH0047533549;;20190703;0;1;1;;1145000;;;1;TF;;ZKB GOLD ETF-A (USD);;101832.67;USD;;;;;;;;;;;;;;;;;;;;4;;;;1442.2;XSWX;B;ETFS;;30;10;N;116598.41;9001;Y;ZKB Gold ETF/Ut Cl-AA USD USD;20000000;200000000;;MONE;;200000000
ZGLDz;CH;CH;Normal;9000_;CH0139101593;;20190703;0;1;1;;1126900;;;1;TF;;ZKB GOLD ETF;;81505.94;CHF;;;;;;;;;;;;;;;;;;;;4;;;;444.35;XSWX;B;ETFS;;30;10;N;91849.05;9001;Y;ZKB Gold ETF/Ut Cl-AA CHF CHF;20000000;200000000;;MONE;;200000000
ZGLUEz;CH;CH;Normal;9000_;CH0047533523;;20190703;0;1;1;;1000000;;;1;TF;;ZKB GOLD ETF-A (EUR);;19584.34;EUR;;;;;;;;;;;;;;;;;;;;4;;;;1286.8;XSWX;B;ETFS;;30;10;N;19584.34;9001;Y;ZKB Gold ETF/Ut Cl-AA EUR EUR;20000000;200000000;;MONE;;200000000
ZPALz;CH;CH;Normal;9000_;CH0183136065;;20190703;0;1;1;;1126900;;;1;TF;;ZKB PALLADIUM ETF;;2004;CHF;;;;;;;;;;;;;;;;;;;;4;;;;415.45;XSWX;B;ETFS;;30;10;N;2258.31;9001;Y;ZKB Pallad ETF/Ut Cl-AA CHF CHF;20000000;200000000;;MONE;;200000000
ZPLAz;CH;CH;Normal;9000_;CH0183136057;;20190703;0;1;1;;1126900;;;1;TF;;ZKB PLATINUM ETF;;34212.91;CHF;;;;;;;;;;;;;;;;;;;;4;;;;251.4;XSWX;B;ETFS;;30;10;N;38554.53;9001;Y;ZKB Platin ETF/Ut Cl-AA CHF CHF;20000000;200000000;;MONE;;200000000
ZSILEz;CH;CH;Normal;9000_;CH0183136040;;20190703;0;1;1;;1000000;;;1;TF;;ZKB SILVER ETF EUR HEDGED;;3707.32;EUR;;;;;;;;;;;;;;;;;;;;4;;;;101.78;XSWX;B;ETFS;;30;10;N;3707.32;9001;Y;ZKB Silver ETF/Ut Cl-AAH EUR EUR;20000000;200000000;;MONE;;200000000
ZSILUz;CH;CH;Normal;9000_;CH0183136008;;20190703;0;1;1;;1145000;;;1;TF;;ZKB SILVER ETF USD;;2567.67;USD;;;;;;;;;;;;;;;;;;;;4;;;;158.6;XSWX;B;ETFS;;30;10;N;2939.99;9001;Y;ZKB Silver ETF/Ut Cl-AA USD USD;20000000;200000000;;MONE;;200000000
ZSILZz;CH;CH;Normal;9000_;CH0183136024;;20190703;0;1;1;;1126900;;;1;TF;;ZKB SILVER ETF CHF HEDGED;;338;CHF;;;;;;;;;;;;;;;;;;;;4;;;;39.465;XSWX;B;ETFS;;30;10;N;380.9;9001;Y;ZKB Silver ETF/Ut Cl-AAH CHF CHF;20000000;200000000;;MONE;;200000000
ZSILz;CH;CH;Normal;9000_;CH0183135976;;20190703;0;1;1;;1126900;;;1;TF;;ZKB SILVER ETF;;56808.15;CHF;;;;;;;;;;;;;;;;;;;;4;;;;48.95;XSWX;B;ETFS;;30;10;N;64017.11;9001;Y;ZKB Silver ETF/Ut Cl-AA  CHF CHF;20000000;200000000;;MONE;;200000000
ZSIUEz;CH;CH;Normal;9000_;CH0183135992;;20190703;0;1;1;;1000000;;;1;TF;;ZKB SILVER ETF EUR;;38850.28;EUR;;;;;;;;;;;;;;;;;;;;4;;;;142.26;XSWX;B;ETFS;;30;10;N;38850.28;9001;Y;ZKB Silver ETF/Ut Cl-AA EUR EUR;20000000;200000000;;MONE;;200000000
PAH3d;DE;DE;Normal;2000_9000;DE000PAH0038;;20190708;0;1;1;;650000;;;1;EQ;;PORSCHE AUTOMOBIL HLDG-PRF;;160641410.2;EUR;;;;;;;;;;;;;;;;;;;;3;;;;56.7;XETR;B;SHRS;;25;5;Y;160641410.19999999;4308.55777;Y;PORSCHE AUTOMOB/AKT OSTR O.N.;20000000;200000000;;MONE;;200000000
PATd;DE;DE;Normal;600_2000;DE000PAT1AG3;;20190708;0;1;1;;200000;;;1;EQ;;PATRIZIA IMMOBILIEN AG;;4738885.43;EUR;;;;;;;;;;;;;;;;;;;;3;;;;17.18;XETR;B;SHRS;;25;5;Y;4738885.43;698.81275;N;PATRIZIA IMM/AKT O.N.;20000000;200000000;;MONE;;200000000
PBBd;DE;DE;Normal;600_2000;DE0008019001;;20190708;0;1;1;;300000;;;1;EQ;;DEUTSCHE PFANDBRIEFBANK AG;;18660878.46;EUR;;;;;;;;;;;;;;;;;;;;3;;;;10.46;XETR;B;SHRS;;25;5;Y;18660878.46;1240.61753;Y;DT.PFANDBRIEFBK/AKT O.N.;20000000;200000000;;MONE;;200000000
PFVd;DE;DE;Normal;600_2000;DE0006916604;;20190708;0;1;1;;300000;;;1;EQ;;PFEIFFER VACUUM TECHNOLOGY;;9741995.29;EUR;;;;;;;;;;;;;;;;;;;;3;;;;120.7;XETR;B;SHRS;;25;5;Y;9741995.29;895.28686;Y;PFEIFFER VACUUM/AKT O.N.;20000000;200000000;;MONE;;200000000
PGNd;DE;DE;Normal;80_600;DE0005558696;;20190708;0;1;1;;100000;;;1;EQ;;PARAGON GMBH CO KGAA;;982468.26;EUR;;;;;;;;;;;;;;;;;;;;3;;;;16.82;XETR;B;SHRS;;30;10;N;982468.27;173.3267;Y;PARAGON AG/AKT O.N.;20000000;200000000;;MONE;;200000000
PNE3d;DE;DE;Normal;80_600;DE000A0JBPG2;;20190708;0;1;1;;200000;;;1;EQ;;PNE WIND AG-REG;;1115309.43;EUR;;;;;;;;;;;;;;;;;;;;3;;;;3.005;XETR;B;SHRS;;25;5;Y;1115309.43;267.13546;Y;PNE WIND AG/AKT O.N.;20000000;200000000;;MONE;;200000000
PSANd;DE;DE;Normal;10_80;DE000A0Z1JH9;;20190708;0;1;1;;60000;;;1;EQ;;PSI SOFTWARE AG;;258635.01;EUR;;;;;;;;;;;;;;;;;;;;3;;;;17.25;XETR;B;SHRS;;30;10;N;258635.02;58.01993;Y;PSI SOFTWARE AG/AKT O.N.;20000000;200000000;;MONE;;200000000
PSMd;DE;DE;Normal;2000_9000;DE000PSM7770;;20190708;0;1;1;;650000;;;1;EQ;;PROSIEBENSAT.1 MEDIA SE;;102970502.2;EUR;;;;;;;;;;;;;;;;;;;;3;;;;11.325;XETR;B;SHRS;;25;5;Y;102970502.2;4325.27092;Y;PRO7SAT.1MED/AKT O.N.;20000000;200000000;;MONE;;200000000
PUMd;DE;DE;Normal;600_2000;DE0006969603;;20190708;0;1;1;;500000;;;1;EQ;;PUMA SE;;67333429.36;EUR;;;;;;;;;;;;;;;;;;;;3;;;;65.8;XETR;B;SHRS;;25;5;Y;67333429.36;1905.22311;Y;PUMA SE/AKT O.N.;20000000;200000000;;MONE;;200000000
PWOd;DE;DE;Normal;10_80;DE0006968001;;20190708;0;1;1;;60000;;;1;EQ;;PROGRESS-WERK OBERKIRCH AG;;131707.46;EUR;;;;;;;;;;;;;;;;;;;;3;;;;25.5;XETR;B;SHRS;;30;10;N;131707.46;18.31873;Y;PWO AG/AKT O.N.;20000000;200000000;;MONE;;200000000
QSCd;DE;DE;Normal;80_600;DE0005137004;;20190708;0;1;1;;100000;;;1;EQ;;QSC AG;;644821.3;EUR;;;;;;;;;;;;;;;;;;;;3;;;;1.28;XETR;B;SHRS;;30;10;N;644821.31;144.89244;Y;QSC AG/AKT O.N.;20000000;200000000;;MONE;;200000000
RAAd;DE;DE;Normal;600_2000;DE0007010803;;20190708;0;1;1;;300000;;;1;EQ;;RATIONAL AG;;10095656.26;EUR;;;;;;;;;;;;;;;;;;;;3;;;;592;XETR;B;SHRS;;25;5;Y;10095656.26;687.01594;Y;RATIONAL AG/AKT O.N.;20000000;200000000;;MONE;;200000000
RHKd;DE;DE;Normal;80_600;DE0007042301;;20190708;0;1;1;;200000;;;1;EQ;;RHOEN-KLINIKUM AG;;3483782.17;EUR;;;;;;;;;;;;;;;;;;;;3;;;;23.1;XETR;B;SHRS;;25;5;Y;3483782.18;426.79283;N;RHOEN-KLINIKUM/AKT O.N.;20000000;200000000;;MONE;;200000000
RHMd;DE;DE;Normal;2000_9000;DE0007030009;;20190708;0;1;1;;500000;;;1;EQ;;RHEINMETALL AG;;63341625.88;EUR;;;;;;;;;;;;;;;;;;;;3;;;;104.85;XETR;B;SHRS;;25;5;Y;63341625.88;2954.55777;Y;RHEINMETALL AG/AKT O.N.;20000000;200000000;;MONE;;200000000
RIBd;DE;DE;Normal;600_2000;DE000A0Z2XN6;;20190708;0;1;1;;300000;;;1;EQ;;RIB SOFTWARE AG;;18365696.06;EUR;;;;;;;;;;;;;;;;;;;;3;;;;18.46;XETR;B;SHRS;;25;5;Y;18365696.06;1765.7012;Y;RIB SOFTWARE SE/AKT EO 1;20000000;200000000;;MONE;;200000000
RKETd;DE;DE;Normal;600_2000;DE000A12UKK6;;20190708;0;1;1;;400000;;;1;EQ;;ROCKET INTERNET SE;;26331707.61;EUR;;;;;;;;;;;;;;;;;;;;3;;;;25.28;XETR;B;SHRS;;25;5;Y;26331707.61;1791.47411;Y;ROCKET INTER/AKT O.N.;20000000;200000000;;MONE;;200000000
SAGCVh;FI;FI;Normal;10_80;FI0009800551;;20190708;0;1;1;;15000;;;1;EQ;;SAGA FURS OYJ;;24440.35;EUR;;;;;;;;;;;;;;;;;;;;4;;;;9.92;XHEL;B;SHRS;;30;10;N;24440.36;15.436;Y;SAGA FURS OYJ/SH CL C;20000000;200000000;;MONE;;200000000
SAMPOh;FI;FI;Normal;2000_9000;FI0009003305;;20190708;0;1;1;;650000;;;1;EQ;;SAMPO OYJ-A SHS;;143631826.2;EUR;;;;;;;;;;;;;;;;;;;;4;;;;37.67;XHEL;B;SHRS;;25;5;Y;143631826.19999999;4088.732;Y;SAMPO OYJ/SH CL A;20000000;200000000;;MONE;;200000000
SCANFh;FI;FI;Normal;10_80;FI4000029905;;20190708;0;1;1;;30000;;;1;EQ;;SCANFIL OYJ;;64368.37;EUR;;;;;;;;;;;;;;;;;;;;4;;;;4.12;XHEL;B;SHRS;;30;10;N;64368.38;35.252;Y;SCANFIL OYJ/SH;20000000;200000000;;MONE;;200000000
SIEVIh;FI;FI;Normal;10_80;FI0009008924;;20190708;0;1;1;;15000;;;1;EQ;;SIEVI CAPITAL OYJ;;15263.63;EUR;;;;;;;;;;;;;;;;;;;;4;;;;1.25;XHEL;B;SHRS;;30;10;N;15263.64;16.792;Y;SIEVI CAPITAL O/SH;20000000;200000000;;MONE;;200000000
SOLTEh;FI;FI;Normal;_10;FI0009007991;;20190708;0;1;1;;15000;;;1;EQ;;SOLTEQ OYJ;;5337.78;EUR;;;;;;;;;;;;;;;;;;;;4;;;;1.49;XHEL;B;SHRS;;30;10;N;5337.78;5.324;Y;SOLTEQ OYJ/SH;20000000;200000000;;MONE;;200000000
SOPRAh;FI;FI;Normal;_10;FI0009012793;;20190708;0;1;1;;15000;;;1;EQ;;SOPRANO OYJ;;3186.52;EUR;;;;;;;;;;;;;;;;;;;;4;;;;0.288;XHEL;B;SHRS;;30;10;N;3186.53;4.016;Y;SOPRANO OYJ/SH;20000000;200000000;;MONE;;200000000
SOSI1h;FI;FI;Normal;80_600;SE0001057910;;20190708;0;1;1;;30000;;;1;EQ;;SOTKAMO SILVER AB;;91411.89;EUR;;;;;;;;;;;;;;;;;;;;4;;;;0.376;XHEL;B;SHRS;;30;10;N;91411.9;101.62;Y;SOTKAMO/SH;20000000;200000000;;MONE;;200000000
